book_id,genres,image_url,isbn,page_num,pub_year,rating,title,writer
782,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344369854M/12791521.JPG,102098,121,2012,4,"BATMAN: EARTH ONE, VOLUME 1","GEOFF JOHNS, GARY FRANK, JON SIBAL, BRAD ANDERSON, ROB LEIGH"
783,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1477417642M/91981.JPG,756402697,153,1988,4,"THE DRAGONBONE CHAIR (MEMORY, SORROW, AND THORN, #1)",TAD WILLIAMS
784,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395614308M/18730158.JPG,670038717,153,2014,4,"THE HEIST (GABRIEL ALLON, #14)",DANIEL SILVA
785,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1363602953M/17257484.JPG,974461229,113,2013,4,TROUBLE,SAMANTHA TOWLE
786,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361933747M/19687.JPG,91295,159,2000,4,"THE BEAR AND THE DRAGON (JACK RYAN UNIVERSE, #11)",TOM CLANCY
787,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486764070M/9557.JPG,99448475,224,1999,4,SPUTNIK SWEETHEART,"HARUKI MURAKAMI, PHILIP GABRIEL"
788,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327993472M/77298.JPG,119280,219,1977,4,AUNT JULIA AND THE SCRIPTWRITER,"MARIO VARGAS LLOSA, HELEN R. LANE"
789,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327934706M/11762.JPG,140283307,181,1985,4,WHITE NOISE,DON DELILLO
790,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1311281857M/11107244.JPG,345330137,140,2010,4,THE BETTER ANGELS OF OUR NATURE: WHY VIOLENCE HAS DECLINED,STEVEN PINKER
791,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1470057036M/13206900.JPG,312642989,140,2015,4,"WINTER (THE LUNAR CHRONICLES, #4)",MARISSA MEYER
792,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1311064295M/6408862.JPG,32973,137,2009,4,STOLEN: A LETTER TO MY CAPTOR,LUCY CHRISTOPHER
793,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1502300279M/43886.JPG,679774025,129,1998,4,"DEBT OF BONES (SWORD OF TRUTH, #0.5)",TERRY GOODKIND
794,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463309277M/1337448.JPG,449208281,187,1978,4,WIR KINDER VOM BAHNHOF ZOO,"CHRISTIANE F., KAI HERMANN, HORST RIECK"
795,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453995760M/394535.JPG,679728759,202,1985,4,"BLOOD MERIDIAN, OR THE EVENING REDNESS IN THE WEST",CORMAC MCCARTHY
796,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355496059M/41958.JPG,62291408,178,2004,4,NIGHTS OF RAIN AND STARS,MAEVE BINCHY
797,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370898422M/18054175.JPG,45399,147,2014,4,THE GOOD LUCK OF RIGHT NOW,MATTHEW QUICK
798,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370992595M/13521.JPG,60747226,136,2004,3,"SON OF A WITCH (THE WICKED YEARS, #2)","GREGORY MAGUIRE, DOUGLAS SMITH"
799,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1353400157M/774001.JPG,64441555,136,1963,4,AMELIA BEDELIA  (AMELIA BEDELIA #1),"PEGGY PARISH, FRITZ SIEBEL"
800,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327813714M/5152561.JPG,553392425,136,2009,4,"FRAGILE ETERNITY (WICKED LOVELY, #3)",MELISSA MARR
801,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1319665261M/396266.JPG,120249,139,2008,4,"THE WINTER ROSE (THE TEA ROSE, #2)",JENNIFER DONNELLY
802,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372359048M/17325147.JPG,59268,121,2013,4,"LEFT DROWNING (LEFT DROWNING, #1)",JESSICA PARK
803,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1492239430M/19486412.JPG,399167064,207,2014,4,BIG LITTLE LIES,LIANE MORIARTY
804,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1285414621M/8492768.JPG,11388,140,2011,4,LEFT NEGLECTED,LISA GENOVA
805,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328408101M/102920.JPG,679800034,137,1993,4,UNDERSTANDING COMICS: THE INVISIBLE ART,SCOTT MCCLOUD
806,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320560129M/7468160.JPG,425224201,121,2010,4,EVERY LAST ONE,ANNA QUINDLEN
807,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351386173M/12878300.JPG,178500,116,2012,5,FEARLESS: THE HEROIC STORY OF ONE NAVY SEAL'S SACRIFICE IN THE HUNT FOR OSAMA BIN LADEN AND THE UNWAVERING DEVOTION OF THE WOMAN WHO LOVED HIM,ERIC BLEHM
808,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355011305M/3805.JPG,5292,233,2001,4,THE CORRECTIONS,JONATHAN FRANZEN
809,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360596375M/16070143.JPG,49275,161,2013,4,"TEARDROP (TEARDROP, #1)",LAUREN KATE
810,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408925643M/91247.JPG,316254770,148,1984,4,"RAMONA AND HER FATHER (RAMONA, #4)","BEVERLY CLEARY, ALAN TIEGREEN"
811,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1461904020M/23604559.JPG,25949,171,2013,4,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY,"FREDRIK BACKMAN, HENNING KOCH"
812,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320508156M/285500.JPG,17370,157,1776,4,THE DECLARATION OF INDEPENDENCE AND THE CONSTITUTION OF THE UNITED STATES,FOUNDING FATHERS
813,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327362631M/80566.JPG,46160,137,2007,4,RUN,ANN PATCHETT
814,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1368219053M/17262236.JPG,374116342,128,2013,4,"ROSE UNDER FIRE (CODE NAME VERITY, #2)",ELIZABETH WEIN
815,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1464568467M/9542259.JPG,679800034,126,2011,4,"ENVY (FALLEN ANGELS, #3)",J.R. WARD
816,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344265026M/5983694.JPG,110160,125,2009,4,WHERE THE MOUNTAIN MEETS THE MOON,GRACE LIN
817,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408793358M/61179.JPG,575077026,189,1970,4,"RINGWORLD (RINGWORLD, #1)",LARRY NIVEN
818,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1487941867M/935308.JPG,33750,242,1991,4,"FACELESS KILLERS (KURT WALLANDER, #1)","HENNING MANKELL, STEVEN T. MURRAY"
819,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391329559M/139069.JPG,679800034,175,1959,4,ENDURANCE: SHACKLETON'S INCREDIBLE VOYAGE,ALFRED LANSING
820,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381052967M/138070.JPG,28375,113,2006,4,FLOTSAM,DAVID WIESNER
821,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1434928966M/6670.JPG,804137382,189,1966,4,THE MAGIC FINGER (YOUNG PUFFIN DEVELOPING READER),"ROALD DAHL, QUENTIN BLAKE"
822,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320891958M/26599.JPG,211956,103,1994,4,SELECTED POEMS,"E.E. CUMMINGS, RICHARD S. KENNEDY"
823,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403941587M/17934530.JPG,374104093,151,2014,4,"ANNIHILATION (SOUTHERN REACH, #1)",JEFF VANDERMEER
824,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352579615M/12710106.JPG,60935782,112,2012,4,"DOUBLE TIME (SINNERS ON TOUR, #5)",OLIVIA CUNNING
825,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328843225M/1653655.JPG,157828,113,2008,4,"SWINDLE (SWINDLE, #1)",GORDON KORMAN
826,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1464201430M/12127810.JPG,5544,163,2013,5,"THE HOUSE OF HADES (THE HEROES OF OLYMPUS, #4)",RICK RIORDAN
827,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407107780M/68527.JPG,60887184,186,2004,4,"THE LAST KINGDOM (THE SAXON STORIES, #1)",BERNARD CORNWELL
828,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1462998307M/29430013.JPG,60898488,127,2016,4,THE TRESPASSER (DUBLIN MURDER SQUAD #6),TANA FRENCH
829,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309201516M/682153.JPG,7331789,172,2002,4,THREE FATES,NORA ROBERTS
830,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453991440M/27083865.JPG,452280397,109,2016,4,ROOMHATE,PENELOPE WARD
831,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1428347007M/25010281.JPG,140449302,155,2015,4,"THE CROSSING (HARRY BOSCH, #20; MICKEY HALLER, #7; HARRY BOSCH UNIVERSE, #25)",MICHAEL CONNELLY
832,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358261334M/6339664.JPG,420,191,2009,4,"HUSH, HUSH (HUSH, HUSH, #1)",BECCA FITZPATRICK
833,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355055362M/1173576.JPG,54054,137,2008,4,WHAT EVERY BODY IS SAYING: AN EX-FBI AGENT'S GUIDE TO SPEED-READING PEOPLE,"JOE NAVARRO, MARVIN KARLINS"
834,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1334443536M/98427.JPG,446364800,167,1992,4,THE GENERAL'S DAUGHTER,NELSON DEMILLE
835,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336655755M/11408650.JPG,26758,142,2011,4,"THE UNBECOMING OF MARA DYER (MARA DYER, #1)",MICHELLE HODKIN
836,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379594717M/110391.JPG,380800829,157,2000,4,"THE DUKE AND I (BRIDGERTONS, #1)",JULIA QUINN
837,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403190750M/382680.JPG,590462253,156,1998,4,ONE FALSE MOVE (MYRON BOLITAR #5),HARLAN COBEN
838,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1417410330M/114170.JPG,20760,137,1993,4,"THEN CAME YOU (THE GAMBLERS, #1)",LISA KLEYPAS
839,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486770372M/15742039.JPG,804141266,115,2012,4,"BREATHE (COLORADO MOUNTAIN, #4)",KRISTEN ASHLEY
840,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1414349231M/46787.JPG,6399,1175,1852,4,UNCLE TOM'S CABIN,HARRIET BEECHER STOWE
841,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359704028M/15790837.JPG,316154695,132,2013,4,LET'S EXPLORE DIABETES WITH OWLS,DAVID SEDARIS
842,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367838351M/17192373.JPG,575097361,153,2013,4,PERFECT,RACHEL JOYCE
843,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328767132M/12383252.JPG,61714313,119,2012,4,"KISS THE DEAD (ANITA BLAKE, VAMPIRE HUNTER #21)",LAURELL K. HAMILTON
844,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1420607613M/15852.JPG,333725034,366,1916,4,RELATIVITY: THE SPECIAL AND THE GENERAL THEORY,"ALBERT EINSTEIN, NIGEL CALDER, ROBERT W. LAWSON"
845,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381283728M/121715.JPG,192440,142,1949,4,THE WEIGHT OF GLORY,C.S. LEWIS
846,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1415583591M/2895896.JPG,425270696,146,2007,4,SILVER BAY,JOJO MOYES
847,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1315773532M/11889938.JPG,173808,141,2012,4,"TAKEN (ELVIS COLE, #15; JOE PIKE, #4)",ROBERT CRAIS
848,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312066155M/462033.JPG,142004332,140,2003,4,"MAISIE DOBBS (MAISIE DOBBS, #1)",JACQUELINE WINSPEAR
849,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341289060M/15733523.JPG,849901812,112,2012,3,THE KRISHNA KEY,ASHWIN SANGHI
850,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356822956M/17029526.JPG,17654,142,2013,4,"NEVER TOO FAR (ROSEMARY BEACH, #2; TOO FAR, #2)",ABBI GLINES
851,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1444921235M/4566934.JPG,375421874,103,2008,4,WINTER IN TOKYO,ILANA TAN
852,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381750633M/1672727.JPG,307594033,117,2007,4,TWO-WAY STREET,LAUREN BARNHOLDT
853,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436732693M/13496.JPG,553588486,201,1996,4,"A GAME OF THRONES (A SONG OF ICE AND FIRE, #1)",GEORGE R.R. MARTIN
854,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1438043968M/355.JPG,679800034,132,1984,4,JOB: A COMEDY OF JUSTICE,ROBERT A. HEINLEIN
855,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1437677533M/25005214.JPG,177038,110,2015,4,"QUEEN SONG (RED QUEEN, #0.1)",VICTORIA AVEYARD
856,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398781346M/18781543.JPG,85323,111,2014,4,"UNTIL NICO (UNTIL, #4)",AURORA ROSE REYNOLDS
857,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407108467M/25017.JPG,679800034,131,2003,4,KRAKATOA: THE DAY THE WORLD EXPLODED,SIMON WINCHESTER
858,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404932663M/20886354.JPG,425246957,121,2014,4,"SKIN DEEP (LEGION, #2)","BRANDON SANDERSON, JON FOSTER"
859,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1318112062M/9526658.JPG,425266869,118,2012,4,"BLACK DAWN (THE MORGANVILLE VAMPIRES, #12)",RACHEL CAINE
860,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1455618673M/15997.JPG,140424393,919,1667,4,PARADISE LOST,"JOHN MILTON, JOHN      LEONARD"
861,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1289520228M/7914058.JPG,679800034,132,2010,3,RESCUE,ANITA SHREVE
862,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327885569M/12957.JPG,743482751,905,1598,4,MUCH ADO ABOUT NOTHING,"WILLIAM SHAKESPEARE, BARBARA A. MOWAT, PAUL WERSTINE, GAIL KERN PASTER, ROBERT          JACKSON"
863,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348172541M/15781725.JPG,62207393,122,2013,4,THE HOUSE GIRL,TARA CONKLIN
864,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331721280M/49596.JPG,34125,747,1922,4,THE SECRET ADVERSARY (TOMMY AND TUPPENCE #1),AGATHA CHRISTIE
865,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1491595796M/16096824.JPG,9711,154,2015,4,"A COURT OF THORNS AND ROSES (A COURT OF THORNS AND ROSES, #1)",SARAH J. MAAS
866,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391414699M/762563.JPG,96726,130,1970,4,BALL FOUR,JIM BOUTON
867,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396467599M/19286623.JPG,679800034,132,2014,4,"LEAD (STAGE DIVE, #3)",KYLIE SCOTT
868,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1431398203M/46913.JPG,553580302,101,2001,4,FRUITS,"SHOICHI AOKI, MARK SANDERS, SHOICH AOKI"
869,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1307445460M/7130616.JPG,385425139,119,2010,4,"BAYOU MOON (THE EDGE, #2)",ILONA ANDREWS
870,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352912927M/4395.JPG,142000663,481,1939,4,THE GRAPES OF WRATH,JOHN STEINBECK
871,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352999408M/13602426.JPG,62065246,143,2012,4,THE ROUND HOUSE,LOUISE ERDRICH
872,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309212489M/155712.JPG,75712,132,1947,4,"MRS. MIKE (MRS. MIKE, #1)","BENEDICT FREEDMAN, NANCY FREEDMAN"
873,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320391955M/41962.JPG,380704420,163,1982,4,LIGHT A PENNY CANDLE,MAEVE BINCHY
874,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406510855M/56634.JPG,385344031,131,1956,4,THROUGH GATES OF SPLENDOR,ELISABETH ELLIOT
875,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418103945M/22450859.JPG,19264,124,2014,4,THE BOSTON GIRL,ANITA DIAMANT
876,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329189152M/18122.JPG,440238153,142,2000,4,"THE AMBER SPYGLASS (HIS DARK MATERIALS, #3)",PHILIP PULLMAN
877,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328300035M/13184992.JPG,399256202,107,2011,5,"ROCK CHICK REGRET (ROCK CHICK, #7)",KRISTEN ASHLEY
878,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1496619146M/31250.JPG,41396,542,1855,4,LITTLE DORRIT,"CHARLES DICKENS, HELEN SMALL, STEPHEN WALL"
879,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408547261M/20980987.JPG,61659223,126,2014,4,"THE ART OF ASKING; OR, HOW I LEARNED TO STOP WORRYING AND LET PEOPLE HELP",AMANDA PALMER
880,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1307655939M/65113.JPG,785165630,124,2006,4,A SERIES OF UNFORTUNATE EVENTS BOX: THE COMPLETE WRECK (BOOKS 1-13),"LEMONY SNICKET, BRETT HELQUIST"
881,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451442002M/3722183.JPG,61449121,158,2015,4,A GOD IN RUINS,KATE ATKINSON
882,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373627931M/6969.JPG,141439580,1810,1815,4,EMMA,"JANE AUSTEN, FIONA STAFFORD"
883,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1334998332M/592657.JPG,440132940,143,1970,4,DELIVERANCE,JAMES DICKEY
884,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320394284M/164323.JPG,345808002,148,2006,4,"THE GOOGLE STORY: INSIDE THE HOTTEST BUSINESS, MEDIA, AND TECHNOLOGY SUCCESS OF OUR TIME",DAVID A. VISE
885,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359082264M/4008.JPG,60527994,265,2000,4,"THE DEVIL AND MISS PRYM (ON THE SEVENTH DAY, #3)","PAULO COELHO, AMANDA HOPKINSON, NICK CAISTOR"
886,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1503127212M/10889279.JPG,679800034,111,2011,4,BATMAN: THE BLACK MIRROR,"SCOTT SNYDER, JOCK, FRANCESCO FRANCAVILLA, JARED K. FLETCHER, SAL CIPRIANO, DAVID   BARON"
887,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418234545M/23751850.JPG,425260933,137,2011,4,THE HYPNOTIST'S LOVE STORY,LIANE MORIARTY
888,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327888942M/94510.JPG,176630,113,1999,4,"100 BULLETS, VOL. 1: FIRST SHOT, LAST CALL","BRIAN AZZARELLO, EDUARDO RISSO"
889,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1315977158M/1316617.JPG,60562536,136,2008,4,"SUCCUBUS ON TOP (GEORGINA KINCAID, #2)",RICHELLE MEAD
890,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375414895M/17851885.JPG,316322407,229,2012,4,I AM MALALA: THE STORY OF THE GIRL WHO STOOD UP FOR EDUCATION AND WAS SHOT BY THE TALIBAN,"MALALA YOUSAFZAI, CHRISTINA LAMB"
891,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1432151614M/215542.JPG,7117140,130,2005,4,"THE RIVERS OF ZADAA (PENDRAGON, #6)",D.J. MACHALE
892,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305960795M/294042.JPG,100538,170,2006,4,"BLACK ORDER (SIGMA FORCE, #3)",JAMES ROLLINS
893,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1274212205M/110396.JPG,316407135,142,2004,4,"WHEN HE WAS WICKED (BRIDGERTONS, #6)",JULIA QUINN
894,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327873282M/6304335.JPG,316042676,219,2009,4,"BEAUTIFUL CREATURES (CASTER CHRONICLES, #1)","KAMI GARCIA, MARGARET STOHL"
895,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427169918M/30118.JPG,60513063,132,1981,4,A LIGHT IN THE ATTIC,SHEL SILVERSTEIN
896,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388225584M/2054.JPG,771064861,252,1953,4,"THE LONG GOODBYE (PHILIP MARLOWE, #6)",RAYMOND CHANDLER
897,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1279354664M/14358.JPG,128674,122,1980,4,"A RING OF ENDLESS LIGHT (AUSTIN FAMILY, #4)",MADELEINE L'ENGLE
898,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403169485M/214579.JPG,871401541,117,1996,4,THE STORY OF B: AN ADVENTURE OF THE MIND AND SPIRIT,DANIEL QUINN
899,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1384881992M/527744.JPG,763618985,280,1953,4,"AFTER THE FUNERAL (HERCULE POIROT, #29)",AGATHA CHRISTIE
900,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1295673439M/16307.JPG,553499084,272,1969,4,"HALLOWE'EN PARTY (HERCULE POIROT, #36)",AGATHA CHRISTIE
901,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370746722M/381440.JPG,694004928,157,1967,4,THE SOCIETY OF THE SPECTACLE,"GUY DEBORD, DONALD NICHOLSON-SMITH"
902,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305496356M/10836810.JPG,141168,109,2012,4,THE LAST NUDE,ELLIS AVERY
903,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342553249M/11235783.JPG,345440781,124,2012,4,"ABOUT THAT NIGHT (FBI/US ATTORNEY, #3)",JULIE JAMES
904,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344401905M/6948436.JPG,2021,182,2008,4,LITTLE BEE,CHRIS CLEAVE
905,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356445383M/43328.JPG,47616,185,1980,4,RAGE OF ANGELS,SIDNEY SHELDON
906,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355182026M/16099189.JPG,525950796,115,2013,4,THE LIGHT IN THE RUINS,CHRIS BOHJALIAN
907,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1285470017M/9399336.JPG,87556,112,2010,4,"THE REDHEAD REVEALED (REDHEAD, #2)",ALICE CLAYTON
908,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1413706054M/18007564.JPG,804139024,248,2012,4,THE MARTIAN,ANDY WEIR
909,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1346484626M/3334563.JPG,671870114,120,1990,4,"THE INKHEART TRILOGY: INKHEART, INKSPELL, INKDEATH (INKWORLD, #1-3)",CORNELIA FUNKE
910,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320189763M/8196732.JPG,21952,170,2010,4,SISTER,ROSAMUND LUPTON
911,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1281267849M/8718952.JPG,6178731,101,2010,5,"VAMPIRE ACADEMY BOX SET (VAMPIRE ACADEMY, #1-4)",RICHELLE MEAD
912,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367141311M/18373.JPG,156030306,263,1966,4,FLOWERS FOR ALGERNON,DANIEL KEYES
913,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1271861632M/13440.JPG,751504386,102,1985,4,SKELETON CREW,STEPHEN KING
914,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1469265644M/23207027.JPG,609809547,126,2016,4,"THREE DARK CROWNS (THREE DARK CROWNS, #1)",KENDARE BLAKE
915,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327879938M/7784.JPG,679889108,140,1971,4,THE LORAX,DR. SEUSS
916,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355093052M/26596.JPG,545040523,106,1991,4,"COMPLETE POEMS, 1904-1962",E.E. CUMMINGS
917,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312031956M/6493321.JPG,184926,135,2009,4,LOGICOMIX: AN EPIC SEARCH FOR TRUTH,"APOSTOLOS DOXIADIS, CHRISTOS H. PAPADIMITRIOU, ALECOS PAPADATOS, ANNIE DI DONNA"
918,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1267717580M/15055.JPG,425204693,166,1985,4,ORANGES ARE NOT THE ONLY FRUIT,JEANETTE WINTERSON
919,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327376395M/1330324.JPG,553241605,175,2008,4,"SEA OF POPPIES (IBIS TRILOGY, #1)",AMITAV GHOSH
920,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317065358M/84135.JPG,399158987,131,2005,4,SINS OF THE NIGHT (DARK-HUNTER #7),SHERRILYN KENYON
921,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1428675822M/21414439.JPG,32230,128,2016,4,"TRUTHWITCH (THE WITCHLANDS, #1)",SUSAN DENNARD
922,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359054516M/15802944.JPG,130696,112,2013,4,"CARRY ON, WARRIOR: THOUGHTS ON LIFE UNARMED",GLENNON DOYLE MELTON
923,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1353277730M/11588.JPG,450040186,389,1977,4,THE SHINING (THE SHINING #1),STEPHEN KING
924,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358266832M/13497818.JPG,316228532,239,2012,3,THE CASUAL VACANCY,J.K. ROWLING
