,0,genres,image_url,isbn,page_num,pub_year,rating,title,writer
1932,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327837380M/28483.JPG,307020916,120,1994,5,"THE SEVENTH GATE (THE DEATH GATE CYCLE, #7)","MARGARET WEIS, TRACY HICKMAN"
1933,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1434044640M/25114548.JPG,60737557,127,2015,5,FRICTION,SANDRA BROWN
1934,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1310278098M/1563413.JPG,374281092,102,1973,5,THE THREE LITTLE PIGS,"ELIZABETH ROSS, ROFRY"
1935,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1424990334M/3097601.JPG,743474171,110,2008,5,SUICIDE NOTES,MICHAEL THOMAS FORD
1936,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377579911M/17332207.JPG,62265970,126,2013,5,SOMEONE,ALICE MCDERMOTT
1937,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403442859M/129617.JPG,425214591,141,1993,5,"PERFECT (SECOND OPPORTUNITIES, #2)",JUDITH MCNAUGHT
1938,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381492410M/16007855.JPG,679800034,113,2014,5,"SWEET RECKONING (SWEET, #3)",WENDY HIGGINS
1939,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308458183M/32456.JPG,61561630,163,1984,5,DARKFALL,DEAN KOONTZ
1940,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395614308M/18730158.JPG,670038717,153,2014,5,"THE HEIST (GABRIEL ALLON, #14)",DANIEL SILVA
1941,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1322613975M/11801463.JPG,307957233,122,2011,5,"CITY OF DRAGONS (RAIN WILD CHRONICLES, #3)",ROBIN HOBB
1942,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338467549M/27002.JPG,60922249,139,2007,5,"FIRST AMONG SEQUELS (THURSDAY NEXT, #5)",JASPER FFORDE
1943,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362466523M/13531832.JPG,375507485,118,2013,5,VAMPIRES IN THE LEMON GROVE,KAREN RUSSELL
1944,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360677664M/295132.JPG,842332367,139,1988,5,CARE OF THE SOUL: A GUIDE FOR CULTIVATING DEPTH AND SACREDNESS IN EVERYDAY LIFE,THOMAS  MOORE
1945,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411005913M/10677213.JPG,679724699,119,2011,5,VAN GOGH: THE LIFE,"STEVEN NAIFEH, GREGORY WHITE SMITH"
1946,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406507661M/27525.JPG,48011,133,2003,5,"ARMAGEDDON: THE COSMIC BATTLE OF THE AGES (LEFT BEHIND, #11)","TIM LAHAYE, JERRY B. JENKINS"
1947,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486236798M/1875.JPG,50310,167,1976,5,"THE HISTORY OF SEXUALITY, VOLUME 1: AN INTRODUCTION","MICHEL FOUCAULT, ROBERT HURLEY"
1948,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308754493M/11256293.JPG,150382,104,2011,5,"LIFE IS WHAT YOU MAKE IT: A STORY OF LOVE, HOPE AND HOW DETERMINATION CAN OVERCOME EVEN DESTINY",PREETI SHENOY
1949,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327887253M/6471550.JPG,765333511,108,2010,5,"THE UNWRITTEN, VOL. 1: TOMMY TAYLOR AND THE BOGUS IDENTITY","MIKE CAREY, BILL WILLINGHAM, PETER GROSS"
1950,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429799057M/24488476.JPG,689856407,138,2015,5,"THE FATE OF TEN (LORIEN LEGACIES, #6)",PITTACUS LORE
1951,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341582413M/15698479.JPG,441017800,123,2013,5,"THE HUMAN DIVISION (OLD MAN'S WAR, #5)",JOHN SCALZI
1952,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1437825008M/89731.JPG,61957933,129,2004,5,KIRA-KIRA,CYNTHIA KADOHATA
1953,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1307445575M/6329547.JPG,62347268,125,2009,5,"ON THE EDGE (THE EDGE, #1)",ILONA ANDREWS
1954,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379687538M/17285883.JPG,94689,119,2014,5,"THE UNDEAD POOL (THE HOLLOWS, #12)",KIM HARRISON
1955,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459542134M/25817162.JPG,547959214,109,2016,5,AMERICA'S FIRST DAUGHTER,"STEPHANIE DRAY, LAURA KAMOIE"
1956,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1467260965M/206236.JPG,307970388,155,2005,5,THE POWER OF THE DOG,DON WINSLOW
1957,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1384363227M/18222699.JPG,150076,129,2014,5,"GRADUATION DAY (THE TESTING, #3)",JOELLE CHARBONNEAU
1958,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1318753897M/12143200.JPG,545040604,113,2012,5,DRIFT: THE UNMOORING OF AMERICAN MILITARY POWER,RACHEL MADDOW
1959,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1415292563M/15828714.JPG,316012335,113,2013,5,"SOMETIMES IT LASTS (SEA BREEZE, #5)",ABBI GLINES
1960,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328840338M/6460331.JPG,752891634,132,2010,5,"RUNAWAY (AIRHEAD, #3)",MEG CABOT
1961,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344267992M/164719.JPG,679800034,140,2005,5,"LORD LOSS (THE DEMONATA, #1)",DARREN SHAN
1962,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408930728M/1747182.JPG,340881542,145,2008,5,"DEEPER THAN THE DEAD (OAK KNOLL, #1)",TAMI HOAG
1963,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344358382M/71784.JPG,84024,126,1999,5,"A NEW SONG (MITFORD YEARS, #5)",JAN KARON
1964,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356698938M/1291211.JPG,37248,131,2004,5,"CLASS A (CHERUB, #2)",ROBERT MUCHAMORE
1965,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1444246918M/25813937.JPG,874068134,119,2016,5,GLORY OVER EVERYTHING: BEYOND THE KITCHEN HOUSE,KATHLEEN GRISSOM
1966,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367119561M/2761356.JPG,802151825,109,2005,5,THE SWEET GUM TREE,KATHERINE ALLRED
1967,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453993106M/920649.JPG,12793,203,1890,5,AN OCCURRENCE AT OWL CREEK BRIDGE,AMBROSE BIERCE
1968,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1417652073M/250.JPG,149702,211,1938,5,TROPIC OF CAPRICORN,HENRY MILLER
1969,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341289060M/15733523.JPG,849901812,112,2012,5,THE KRISHNA KEY,ASHWIN SANGHI
1970,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1282281122M/8177526.JPG,105742,124,2010,5,"FATE (MY BLOOD APPROVES, #2)",AMANDA HOCKING
1971,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380857035M/74169.JPG,439436575,126,2006,5,FACING YOUR GIANTS: A DAVID AND GOLIATH STORY FOR EVERYDAY PEOPLE,MAX LUCADO
1972,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1435244003M/33418.JPG,670446149,138,2004,5,"PARALLEL WORLDS: A JOURNEY THROUGH CREATION, HIGHER DIMENSIONS, AND THE FUTURE OF THE COSMOS",MICHIO KAKU
1973,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304528609M/47618.JPG,316778508,131,2006,5,"SIR THURSDAY (THE KEYS TO THE KINGDOM, #4)",GARTH NIX
1974,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355497395M/1027760.JPG,785113797,123,1956,5,MADELINE AND THE BAD HAT,LUDWIG BEMELMANS
1975,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344269639M/89691.JPG,38313,148,2003,5,THE DOGS OF BABEL,CAROLYN  PARKHURST
1976,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1264516899M/7389.JPG,16240,114,2006,5,"RUNAWAYS, VOL. 1: PRIDE AND JOY (RUNAWAYS, #1)","BRIAN K. VAUGHAN, ADRIAN ALPHONA"
1977,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338721218M/13538992.JPG,149396,121,2012,5,"FOURTH GRAVE BENEATH MY FEET (CHARLEY DAVIDSON, #4)",DARYNDA JONES
1978,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343168408M/12383869.JPG,60875070,120,2013,5,"SEVER (THE CHEMICAL GARDEN, #3)",LAUREN DESTEFANO
1979,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1338578342M/14745338.JPG,316201642,108,2012,5,"FAIREST (AN UNFORTUNATE FAIRY TALE, #2)",CHANDA HAHN
1980,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327893204M/22207.JPG,385344058,132,2006,5,LULLABIES FOR LITTLE CRIMINALS,HEATHER O'NEILL
1981,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1378767595M/17860739.JPG,62217208,124,2013,5,S.,"J.J. ABRAMS, DOUG DORST"
1982,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1432578235M/17834904.JPG,425176304,131,2014,5,"THE DEAD IN THEIR VAULTED ARCHES (FLAVIA DE LUCE, #6)",ALAN BRADLEY
1983,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367786694M/15833693.JPG,515142905,120,2013,5,WAITING TO BE HEARD: A MEMOIR,AMANDA KNOX
1984,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1390135645M/89160.JPG,451208706,153,2000,5,"JUDGMENT IN DEATH (IN DEATH, #11)","J.D. ROBB, NORA ROBERTS"
1985,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309200789M/230003.JPG,149124,171,1996,5,"DARING TO DREAM (DREAM TRILOGY, #1)",NORA ROBERTS
1986,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411331808M/5053.JPG,425083896,196,1982,5,THE MAN FROM ST. PETERSBURG,KEN FOLLETT
1987,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1333739536M/13502963.JPG,375833641,108,2012,5,"INDEBTED (THE PREMONITION, #3)",AMY A. BARTOL
1988,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429999423M/761023.JPG,62009494,149,1984,5,BOOKS OF BLOOD: VOLUME ONE (BOOKS OF BLOOD #1),CLIVE BARKER
1989,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393127105M/13929.JPG,765379945,125,2007,5,"WILDWOOD DANCING (WILDWOOD, #1)",JULIET MARILLIER
1990,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343828971M/13516846.JPG,553214829,141,2012,5,DODGER,TERRY PRATCHETT
1991,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429225322M/25372801.JPG,34770,114,2016,5,ALL THE BIRDS IN THE SKY,CHARLIE JANE ANDERS
1992,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320508156M/285500.JPG,17370,157,1776,5,THE DECLARATION OF INDEPENDENCE AND THE CONSTITUTION OF THE UNITED STATES,FOUNDING FATHERS
1993,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327949106M/6386555.JPG,758216424,107,2009,5,EATING THE DINOSAUR,CHUCK KLOSTERMAN
1994,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403174817M/18127101.JPG,671004530,116,2014,5,UGANDA BE KIDDING ME,CHELSEA HANDLER
1995,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1315977158M/1316617.JPG,60562536,136,2008,5,"SUCCUBUS ON TOP (GEORGINA KINCAID, #2)",RICHELLE MEAD
1996,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341761800M/41490.JPG,148750,174,2001,5,ON THE STREET WHERE YOU LIVE,MARY HIGGINS CLARK
1997,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452549904M/105574.JPG,679800034,160,2006,5,"SCANDAL IN SPRING (WALLFLOWERS, #4)",LISA KLEYPAS
1998,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486770372M/15742039.JPG,804141266,115,2012,5,"BREATHE (COLORADO MOUNTAIN, #4)",KRISTEN ASHLEY
1999,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443806558M/13501.JPG,63580,101,1998,5,"THE HEDGE KNIGHT (THE HEDGE KNIGHT GRAPHIC NOVELS, #1)","BEN AVERY, MIKE S. MILLER, GEORGE R.R. MARTIN"
2000,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1471553735M/27070127.JPG,763630152,137,2016,5,VINEGAR GIRL,ANNE TYLER
2001,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331245539M/6600807.JPG,49665,117,2010,5,"JEALOUSY (STRANGE ANGELS, #3)","LILI ST. CROW, LILITH SAINTCROW"
2002,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443904244M/186103.JPG,26519,136,2005,5,"PEEPS (PEEPS, #1)",SCOTT WESTERFELD
2003,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391127564M/20575446.JPG,375706410,117,2014,5,IN REAL LIFE,"CORY DOCTOROW, JEN WANG"
2004,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1415573403M/9650.JPG,694011479,216,1934,5,BURMESE DAYS,GEORGE ORWELL
2005,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327881519M/235773.JPG,94300,152,1999,5,WAITING,HA JIN
2006,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350959503M/394772.JPG,61345725,127,1975,5,THE MIXED-UP CHAMELEON,ERIC CARLE
2007,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362287692M/10596724.JPG,33321,119,2013,5,"HORDE (RAZORLAND, #3)",ANN AGUIRRE
2008,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327928712M/3347892.JPG,340841125,131,2009,5,"ENVY (LUXE, #3)",ANNA GODBERSEN
2009,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327900947M/2754510.JPG,385535376,124,2008,5,STORM BORN (DARK SWAN #1),RICHELLE MEAD
2010,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1415581652M/905885.JPG,385349580,119,2006,5,BE CAREFUL WHAT YOU WISH FOR,ALEXANDRA POTTER
2011,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395935993M/20897517.JPG,50512,118,2014,5,IN THE KINGDOM OF ICE: THE GRAND AND TERRIBLE POLAR VOYAGE OF THE USS JEANNETTE,HAMPTON SIDES
2012,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1378711003M/18007532.JPG,148138,154,2013,5,AN OFFICER AND A SPY,ROBERT   HARRIS
2013,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309199653M/87632.JPG,375866671,132,2005,5,ULTRAMARATHON MAN: CONFESSIONS OF AN ALL-NIGHT RUNNER,DEAN KARNAZES
2014,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360713467M/17317675.JPG,743421922,112,2013,5,"EPILOGUE (THE DARK DUET, #3)",C.J. ROBERTS
2015,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1333577959M/8354134.JPG,394800230,114,2011,5,THE RUNNING DREAM,WENDELIN VAN DRAANEN
2016,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1288930978M/12016.JPG,307962903,130,2000,5,"LOOK TO WINDWARD (CULTURE, #7)",IAIN M. BANKS
2017,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320551686M/899608.JPG,544409914,112,1961,5,A FISH OUT OF WATER,"HELEN MARION PALMER, P.D. EASTMAN"
2018,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1384816768M/18209290.JPG,99789,123,2014,5,ASTONISH ME,MAGGIE SHIPSTEAD
2019,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1500687846M/23719378.JPG,108870,121,2015,5,"GIRL WAITS WITH GUN (KOPP SISTERS, #1)",AMY  STEWART
2020,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380803444M/18296030.JPG,147866,124,2014,5,DON'T LOOK BACK,JENNIFER L. ARMENTROUT
2021,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328758827M/139569.JPG,810918684,114,1993,5,STONE BUTCH BLUES,LESLIE FEINBERG
2022,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1475548523M/12755792.JPG,812524268,114,2011,5,"A HIDDEN FIRE (ELEMENTAL MYSTERIES, #1)",ELIZABETH   HUNTER
2023,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344705263M/682751.JPG,147764,126,1986,5,ANIMALIA,GRAEME BASE
2024,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379147136M/7968.JPG,70990,147,1988,5,"RED PROPHET (TALES OF ALVIN MAKER, #2)",ORSON SCOTT CARD
2025,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393569509M/18211536.JPG,399162380,125,2014,5,"RUSH TOO FAR (ROSEMARY BEACH, #4; TOO FAR, #4)",ABBI GLINES
2026,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1456682660M/26154406.JPG,44616,114,2016,5,THE PASSENGER,LISA LUTZ
2027,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1382035214M/18667817.JPG,30861,118,2014,5,"FIELD OF PREY (LUCAS DAVENPORT, #24)",JOHN SANDFORD
2028,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404580374M/31314.JPG,425098087,110,1993,5,BARNYARD DANCE,SANDRA BOYNTON
2029,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1444918177M/25613617.JPG,73088,137,2016,5,15TH AFFAIR (WOMEN'S MURDER CLUB #15),"JAMES PATTERSON, MAXINE PAETRO"
2030,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1297734691M/105760.JPG,679800034,127,1986,5,ZODIAC,ROBERT GRAYSMITH
2031,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328543324M/82356.JPG,679800034,574,1594,5,THE COMEDY OF ERRORS,WILLIAM SHAKESPEARE
2032,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320450369M/8598554.JPG,505523892,139,2011,5,"THE OMEN MACHINE (SWORD OF TRUTH, #12; RICHARD AND KAHLAN, #1)",TERRY GOODKIND
2033,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329497506M/5369.JPG,156029065,144,2003,5,THE AMBER ROOM,STEVE BERRY
2034,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327895205M/287633.JPG,446540331,134,2000,5,"DARK MAGIC (DARK, #4)",CHRISTINE FEEHAN
2035,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1479698120M/10507.JPG,679800034,219,2000,5,BAUDOLINO,"UMBERTO ECO, WILLIAM WEAVER, R.C.S. LIBRI"
2036,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327906136M/7332753.JPG,152047387,144,2010,5,HITCH-22: A MEMOIR,CHRISTOPHER HITCHENS
2037,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308808359M/16326.JPG,670021679,279,1935,5,"DEATH IN THE CLOUDS (HERCULE POIROT, #12)",AGATHA CHRISTIE
2038,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328877065M/116563.JPG,76380,130,1983,5,"SO YOU WANT TO BE A WIZARD (YOUNG WIZARDS, #1)",DIANE DUANE
2039,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1263584183M/7352053.JPG,316037702,116,2010,5,MY NAME IS MARY SUTTER,ROBIN OLIVEIRA
2040,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1302743156M/9680114.JPG,679800034,153,2012,5,"PURE (PURE, #1)",JULIANNA BAGGOTT
2041,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344265017M/10256723.JPG,345379071,127,2011,5,GHOST IN THE WIRES: MY ADVENTURES AS THE WORLD'S MOST WANTED HACKER,"KEVIN D. MITNICK, WILLIAM L. SIMON, STEVE WOZNIAK"
2042,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348787624M/15733851.JPG,62026089,136,2012,5,YOU HAD ME AT HELLO,MHAIRI MCFARLANE
2043,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403179303M/568099.JPG,451229444,137,1986,5,"WAYLANDER (THE DRENAI SAGA, #3)",DAVID GEMMELL
2044,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298564680M/10433900.JPG,62012037,119,2011,5,"VARIANT (VARIANT, #1)",ROBISON WELLS
2045,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373163501M/7828882.JPG,345396936,137,2010,5,"CRAVE (FALLEN ANGELS, #2)",J.R. WARD
2046,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351415040M/7849034.JPG,684800705,128,2013,5,"GODDESS (STARCROSSED, #3)",JOSEPHINE ANGELINI
2047,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1385216547M/31335.JPG,898214971,135,1982,5,CRY TO HEAVEN,ANNE RICE
2048,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1446102089M/17688.JPG,69479,116,1915,5,"THE METAMORPHOSIS, IN THE PENAL COLONY, AND OTHER STORIES: THE GREAT SHORT WORKS OF FRANZ KAFKA",FRANZ KAFKA
2049,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309198140M/3885.JPG,60548940,107,2006,5,THE TASTE OF HOME COOKBOOK,"JANET BRIGGS, BETH WITTLINGER"
2050,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328753059M/14469.JPG,112662,134,1977,5,SELECTED STORIES,"O. HENRY, VICTORIA BLAKE"
2051,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370992585M/10594929.JPG,146812,116,2011,5,"OUT OF OZ (THE WICKED YEARS, #4)","GREGORY MAGUIRE, DOUGLAS SMITH"
2052,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451400644M/26200563.JPG,717287564,112,2016,5,HAMILTON: THE REVOLUTION,"LIN-MANUEL MIRANDA, JEREMY MCCARTER"
2053,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375710763M/18285151.JPG,375404031,111,2013,5,"MORE THAN THIS (MORE THAN, #1)",JAY MCLEAN
2054,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329390079M/2617684.JPG,743468414,108,1976,5,WINNIE THE POOH AND TIGGER TOO (DISNEY'S WONDERFUL WORLD OF READING),WALT DISNEY COMPANY
2055,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320487170M/537375.JPG,765328666,134,1998,5,THE ENDURANCE: SHACKLETON'S LEGENDARY ANTARCTIC EXPEDITION,CAROLINE ALEXANDER
2056,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397151220M/61905.JPG,679764089,150,1991,5,"BARRAYAR (VORKOSIGAN SAGA, #7)",LOIS MCMASTER BUJOLD
2057,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344463840M/12507214.JPG,316013560,134,2012,5,"GIRL OF NIGHTMARES (ANNA, #2)",KENDARE BLAKE
2058,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367492866M/133906.JPG,618194576,106,1994,5,THE COLLECTED POEMS,LANGSTON HUGHES
2059,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1259865825M/6534132.JPG,316002569,111,2009,5,THE LION AND THE MOUSE,JERRY PINKNEY
2060,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381052967M/138070.JPG,28375,113,2006,5,FLOTSAM,DAVID WIESNER
2061,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330221785M/3223761.JPG,439700884,119,2008,5,EVERY SOUL A STAR,WENDY MASS
2062,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1416398897M/7405450.JPG,307377903,109,2009,5,"ROCK CHICK RESCUE (ROCK CHICK, #2)",KRISTEN ASHLEY
2063,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304528767M/17206.JPG,316210900,125,2007,5,"LADY FRIDAY (THE KEYS TO THE KINGDOM, #5)",GARTH NIX
2064,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351393217M/11324722.JPG,679736328,124,2012,5,THE RIGHTEOUS MIND: WHY GOOD PEOPLE ARE DIVIDED BY POLITICS AND RELIGION,JONATHAN HAIDT
2065,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410755815M/17333277.JPG,61997161,139,2013,5,"CROSS MY HEART (ALEX CROSS, #21)",JAMES PATTERSON
2066,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397600192M/394469.JPG,43054,140,1979,5,SUTTREE,CORMAC MCCARTHY
