book_id,title,writer,genres,page_num,pub_year,rating,isbn,image_url
2108,"HARDLINE (HACKER, #3)",MEREDITH WILD,TRAVEL,134,2014,5,345517989,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402463128M/22454958.JPG
2109,MOAB IS MY WASHPOT (MEMOIR #1),STEPHEN FRY,BIOGRAPHY,127,1997,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327963490M/66857.JPG
2110,THE TALISMAN (VOLUME 1): THE ROAD OF TRIALS,"ROBIN FURTH, STEPHEN KING, PETER STRAUB, TONY SHASTEEN, NEI RUFFINO",SCIENCEFICTION,105,2009,5,112918,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320441659M/6907672.JPG
2111,THE BERENSTAIN BEARS' TROUBLE AT SCHOOL,"STAN BERENSTAIN, JAN BERENSTAIN",YOUNGADULT,114,1987,5,553567713,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344369313M/1129315.JPG
2112,"DAY BY DAY ARMAGEDDON (DAY BY DAY ARMAGEDDON,#1)",J.L. BOURNE,SCIENCE,133,2004,5,79307,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1474936945M/74821.JPG
2113,"INTO THE LABYRINTH (THE DEATH GATE CYCLE, #6)","MARGARET WEIS, TRACY HICKMAN",SCIENCE,121,1993,5,307381757,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327837279M/28484.JPG
2114,THE GOOD SOLDIER,"FORD MADOX FORD, KENNETH WOMACK, WILLIAM BAKER",YOUNGADULT,462,1915,5,144670,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1389213508M/7628.JPG
2115,THE HERETIC QUEEN,MICHELLE MORAN,SCIENCE,133,2008,5,553582755,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1422755729M/2897258.JPG
2116,"THE MARRIAGE TRAP (MARRIAGE TO A BILLIONAIRE, #2)",JENNIFER PROBST,CRIME,143,2012,5,144602,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1346736227M/14165516.JPG
2117,ONE DOOR AWAY FROM HEAVEN,DEAN KOONTZ,SCIENCE,152,2001,5,316201545,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308459846M/15746.JPG
2118,"THE MASTER MAGICIAN (THE PAPER MAGICIAN TRILOGY, #3)",CHARLIE N. HOLMBERG,SCIENCEFICTION,113,2015,5,439568404,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1422130439M/23485372.JPG
2119,"THE ENCHANTRESS RETURNS (THE LAND OF STORIES, #2)","CHRIS COLFER, BRANDON DORMAN",TRAVEL,139,2013,5,61670855,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364843824M/17722973.JPG
2120,"NIGHT OF THE LIVING DUMMY (GOOSEBUMPS, #7)",R.L. STINE,HISTORY,169,1993,5,671722921,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328867793M/125564.JPG
2121,"THE INITIATION / THE CAPTIVE PART I (THE SECRET CIRCLE, #1-2)",L.J. SMITH,BIOGRAPHY,111,2008,5,23394,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341591862M/3099780.JPG
2122,TITUS ANDRONICUS,WILLIAM SHAKESPEARE,SCIENCE,476,1589,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397028943M/72978.JPG
2123,"NAKED HEAT (NIKKI HEAT, #2)",RICHARD CASTLE,PHILOSOPHY,140,2010,5,60588284,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327874198M/7776678.JPG
2124,"SAGA, VOL. 6 (SAGA, #6)","BRIAN K. VAUGHAN, FIONA STAPLES",SCIENCE,117,2016,5,43407,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1486028997M/28862528.JPG
2125,KITTEN'S FIRST FULL MOON,KEVIN HENKES,SCIENCEFICTION,113,2004,5,108976,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400866970M/237665.JPG
2126,"AVOIDING RESPONSIBILITY (AVOIDING, #2)",K.A. LINDE,SCIENCE,108,2012,5,316955108,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351018683M/13560262.JPG
2127,BLACK ICE,BECCA FITZPATRICK,SCIENCE,134,2014,5,385352875,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1414369023M/21943246.JPG
2128,THE CAINE MUTINY,HERMAN WOUK,HISTORY,163,1951,5,102212,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410224968M/368772.JPG
2129,THE WATER KNIFE,PAOLO BACIGALUPI,YOUNGADULT,134,2015,5,62117378,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411059576M/23209924.JPG
2130,"THE DOGS OF RIGA (KURT WALLANDER, #2)","HENNING MANKELL, LAURIE THOMPSON",CRIME,214,1992,5,7120982,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341858828M/39795.JPG
2131,"PIVOT POINT (PIVOT POINT, #1)",KASIE WEST,HORROR,115,2013,5,312534353,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356020486M/11988046.JPG
2132,"THE MIRROR CRACK'D FROM SIDE TO SIDE (MISS MARPLE, #9)",AGATHA CHRISTIE,SCIENCEFICTION,286,1962,5,930289226,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1466335226M/16372.JPG
2133,"THE IMMORTALS BOXED SET (THE IMMORTALS, #1-3)",ALYSON NOEL,PHILOSOPHY,105,2010,5,553807730,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1311995373M/7701275.JPG
2134,"SWAMP THING, VOL. 1: SAGA OF THE SWAMP THING","ALAN MOORE, STEPHEN R. BISSETTE, JOHN TOTLEBEN, RICK VEITCH, RAMSEY CAMPBELL",HORROR,122,1983,5,7284977,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393967527M/102324.JPG
2135,"DEEPLY ODD (ODD THOMAS, #6)",DEAN KOONTZ,SCIENCE,135,2013,5,307962520,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364250954M/15797722.JPG
2136,THE GIFT,CECELIA AHERN,CRIME,173,2008,5,439498821,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1286019892M/4279056.JPG
2137,"PRINCE LESTAT (THE VAMPIRE CHRONICLES, #11)",ANNE RICE,SCIENCE,138,2014,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394635385M/21412673.JPG
2138,"THE YEAR OF SECRET ASSIGNMENTS (ASHBURY/BROOKFIELD, #2)",JACLYN MORIARTY,HISTORY,127,2003,5,7466072,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388634474M/82780.JPG
2139,"THE SWORD IN THE STONE (THE ONCE AND FUTURE KING, #1)",T.H. WHITE,CRIME,170,1938,5,345427637,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355212194M/316845.JPG
2140,"A DANCE WITH DRAGONS: AFTER THE FEAST (A SONG OF ICE AND FIRE #5, PART 2 OF 2)",GEORGE R.R. MARTIN,TRAVEL,143,2011,5,553154346,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327932256M/13337716.JPG
2141,"THE ANGEL OF DARKNESS (DR. LASZLO KREIZLER, #2)",CALEB CARR,PHILOSOPHY,149,1997,5,425240169,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1433066571M/767307.JPG
2142,"BIG RED (BIG RED, #1)","JIM KJELGAARD, CARL PFEUFFER",YOUNGADULT,116,1945,5,143718,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320551723M/123170.JPG
2143,"A LOT LIKE LOVE (FBI/US ATTORNEY, #2)",JULIE JAMES,SCIENCEFICTION,126,2011,5,451456734,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1284384506M/8419428.JPG
2144,"AXEL (CORPS SECURITY, #1)",HARPER SLOAN,BIOGRAPHY,112,2013,5,316348406,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395241107M/21518647.JPG
2145,"QUEEN OF THE DARKNESS (THE BLACK JEWELS, #3)",ANNE BISHOP,SCIENCE,124,2000,5,73194,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1325423531M/47959.JPG
2146,SHRILL: NOTES FROM A LOUD WOMAN,LINDY WEST,YOUNGADULT,118,2016,5,316210730,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1460015959M/29340182.JPG
2147,"SHADOWS (LUX, #0.5)",JENNIFER L. ARMENTROUT,HISTORY,124,2012,5,375424040,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328414465M/13183957.JPG
2148,"MERRY CHRISTMAS, ALEX CROSS (ALEX CROSS, #19)",JAMES PATTERSON,ADVENTURE,143,2011,5,671725661,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1322032145M/13097901.JPG
2149,THE DRUNKARD'S WALK: HOW RANDOMNESS RULES OUR LIVES,LEONARD MLODINOW,TRAVEL,142,2008,5,143480,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320392907M/2272880.JPG
2150,WEST SIDE STORY,IRVING SHULMAN,PHILOSOPHY,124,1961,5,571169341,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350302485M/918789.JPG
2151,AN INNOCENT CLIENT,SCOTT PRATT,YOUNGADULT,119,2008,5,345363132,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352135419M/16130986.JPG
2152,ARCADIA,TOM STOPPARD,HISTORY,124,1993,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463617930M/384597.JPG
2153,THE SUNNE IN SPLENDOUR,SHARON KAY PENMAN,ADVENTURE,120,1982,5,62284835,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361649213M/119829.JPG
2154,YOU WILL KNOW ME,MEGAN ABBOTT,PHILOSOPHY,123,2016,5,439700930,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1467210264M/25251757.JPG
2155,"FRACTURE ME (SHATTER ME, #2.5)",TAHEREH MAFI,HORROR,110,2013,5,425226743,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1383413233M/17331518.JPG
2156,"THE DARK HILLS DIVIDE (THE LAND OF ELYON, #1)",PATRICK CARMAN,BIOGRAPHY,140,2003,5,307599469,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393452185M/81524.JPG
2157,PRACTICE MAKES PERFECT (BERKLEY SENSATION),JULIE JAMES,CLASSIC,128,2009,5,143208,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342552769M/5082599.JPG
2158,SEATING ARRANGEMENTS,MAGGIE SHIPSTEAD,YOUNGADULT,122,2012,5,70848,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329425347M/12712435.JPG
2159,THE GLASSBLOWER,"PETRA DURST-BENNING, SAMUEL WILLCOCKS",ADVENTURE,114,2000,5,785190228,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408013754M/22915460.JPG
2160,"BURN FOR BURN (BURN FOR BURN, #1)","JENNY HAN, SIOBHAN VIVIAN",BIOGRAPHY,128,2012,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1332791803M/13406425.JPG
2161,"MS. MARVEL, VOL. 2: GENERATION WHY","G. WILLOW WILSON, ADRIAN ALPHONA, JACOB WYATT",CLASSIC,114,2015,5,374351384,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427559332M/23017947.JPG
2162,THE WOMEN OF BREWSTER PLACE,GLORIA NAYLOR,HISTORY,130,1982,5,143038,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309209011M/765811.JPG
2163,THIS SONG WILL SAVE YOUR LIFE,LEILA SALES,SCIENCE,128,2013,5,24310,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362753915M/15777621.JPG
2164,"CRUSH (CRUSH, #1)",LACEY WEATHERFORD,ADVENTURE,105,2012,5,307594173,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348535295M/16045855.JPG
2165,"SENTINEL (COVENANT, #5)",JENNIFER L. ARMENTROUT,HISTORY,121,2013,5,373775490,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1365509138M/13605723.JPG
2166,GOD HELP THE CHILD,TONI MORRISON,CRIME,149,2014,5,345516109,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463008449M/23602473.JPG
2167,THE DARKEST SECRET (LORDS OF THE UNDERWORLD #7),GENA SHOWALTER,CRIME,132,2011,5,517206064,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1288316327M/9394010.JPG
2168,JULIET,ANNE FORTIER,HORROR,169,2010,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366399299M/6718608.JPG
2169,SELECTED POEMS,EMILY DICKINSON,SCIENCE,198,1890,5,385539282,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1260829838M/112200.JPG
2170,"THE FIREBIRD (SLAINS, #2)",SUSANNA KEARSLEY,HORROR,126,2013,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347896972M/15942636.JPG
2171,THE ROAD TO LITTLE DRIBBLING: ADVENTURES OF AN AMERICAN IN BRITAIN,BILL BRYSON,BIOGRAPHY,133,2015,5,439703700,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1444259875M/25489012.JPG
2172,LE BLEU EST UNE COULEUR CHAUDE,JULIE MAROH,YOUNGADULT,133,2010,5,394743253,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330712998M/7963189.JPG
2173,"GRIM TUESDAY (THE KEYS TO THE KINGDOM, #2)",GARTH NIX,CLASSIC,133,2004,5,103682,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304528058M/47620.JPG
2174,THE SPORTSWRITER,RICHARD FORD,CRIME,148,1986,5,51794,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327936345M/40722.JPG
2175,"AKIRA, VOL. 1","KATSUHIRO OTOMO, YOKO UMEZAWA, LINDA M. YORK, JO DUFFY",HORROR,120,1984,5,385542070,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343804802M/93371.JPG
2176,"DEATH NOTE, VOL. 2: CONFLUENCE (DEATH NOTE, #2)","TSUGUMI OHBA, TAKESHI OBATA",HISTORY,135,2004,5,96888,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1419952210M/13619.JPG
2177,NUTSHELL,IAN MCEWAN,SCIENCE,147,2016,5,61976792,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1498680109M/30008702.JPG
2178,"ANGELS IN AMERICA, PART TWO: PERESTROIKA",TONY KUSHNER,CRIME,105,1993,5,758272812,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1354209700M/92254.JPG
2179,"THE LAST LITTLE BLUE ENVELOPE (LITTLE BLUE ENVELOPE, #2)",MAUREEN JOHNSON,HORROR,112,2011,5,142460,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1288297853M/9462775.JPG
2180,"STORM (ELEMENTAL, #1)",BRIGID KEMMERER,HORROR,118,2012,5,47214,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1325995724M/10401084.JPG
2181,MIRAMONT'S GHOST,ELIZABETH  HALL,HORROR,104,2015,5,345382846,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418787928M/23743603.JPG
2182,"SHORT STORIES FROM HOGWARTS OF HEROISM, HARDSHIP AND DANGEROUS HOBBIES (POTTERMORE PRESENTS, #1)","J.K. ROWLING, MINALIMA",ADVENTURE,118,2016,5,142358,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1471436733M/31538635.JPG
2183,"HERE BE DRAGONS (WELSH PRINCES, #1)",SHARON KAY PENMAN,SCIENCE,115,1985,5,374384738,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1448657042M/77449.JPG
2184,"BAD THINGS (TRISTAN & DANIKA, #1)",R.K. LILLEY,CLASSIC,115,2013,5,375990690,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364053596M/17377032.JPG
2185,"THE WINNER'S KISS (THE WINNER'S TRILOGY, #3)",MARIE RUTKOSKI,TRAVEL,117,2016,5,52608,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1455809407M/20443235.JPG
2186,"TEARDROP (TEARDROP, #1)",LAUREN KATE,SCIENCE,161,2013,5,49275,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360596375M/16070143.JPG
2187,"SEX CRIMINALS, VOL. 1: ONE WEIRD TRICK","MATT FRACTION, CHIP ZDARSKY",SCIENCE,116,2014,5,521293731,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396977214M/19536001.JPG
2188,THE TEMPORAL VOID,PETER F. HAMILTON,CLASSIC,138,2008,5,108306,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357349093M/3437328.JPG
2189,THE WINTER'S TALE,WILLIAM SHAKESPEARE,BIOGRAPHY,598,1600,5,142120,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327893509M/44133.JPG
2190,"SWEET FILTHY BOY (WILD SEASONS, #1)",CHRISTINA LAUREN,SCIENCE,131,2014,5,718031822,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395723782M/18775297.JPG
2191,"THE GAME CHANGER (THE PERFECT GAME, #2)",J. STERLING,BIOGRAPHY,104,2013,5,374299102,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358236349M/16299256.JPG
2192,FOR THE LOVE: FIGHTING FOR GRACE IN A WORLD OF IMPOSSIBLE STANDARDS,JEN HATMAKER,SCIENCE,114,2015,5,142018,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1426296433M/23647129.JPG
2193,"HOME (GILEAD, #2)",MARILYNNE ROBINSON,TRAVEL,142,2008,5,30604,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1426188598M/2924318.JPG
2194,"REASONABLE DOUBT: VOLUME 1 (REASONABLE DOUBT, #1)",WHITNEY G.,CRIME,114,2014,5,77532,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395319856M/20761374.JPG
2195,"FABLES, VOL. 6: HOMELANDS","BILL WILLINGHAM, MARK BUCKINGHAM, DAVID HAHN, STEVE LEIALOHA",HORROR,110,2006,5,349103232,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327962707M/21328.JPG
2196,BOY MEETS GIRL: SAY HELLO TO COURTSHIP,JOSHUA HARRIS,SCIENCE,118,2000,5,316911488,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1170356477M/48758.JPG
2197,THE CROW ROAD,IAIN BANKS,TRAVEL,123,1992,5,441010652,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330063373M/12021.JPG
2198,"YOU KNOW YOU LOVE ME (GOSSIP GIRL, #2)",CECILY VON ZIEGESAR,BIOGRAPHY,159,2002,5,763631620,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388599269M/37451.JPG
2199,"SOMETHING FROM THE NIGHTSIDE (NIGHTSIDE, #1)",SIMON R. GREEN,CLASSIC,127,2003,5,399218858,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1354812342M/155421.JPG
2200,"THE NAMING (THE BOOKS OF PELLINOR, #1)",ALISON CROGGON,BIOGRAPHY,139,2002,5,316231053,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1378497748M/393146.JPG
2201,THE VERY QUIET CRICKET,ERIC CARLE,ADVENTURE,119,1990,5,80586,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309287060M/125423.JPG
2202,THE FEVER,MEGAN ABBOTT,SCIENCE,128,2014,5,452269652,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381359885M/18656036.JPG
2203,"CHICKEN SOUP FOR THE TEENAGE SOUL: 101 STORIES OF LIFE, LOVE AND LEARNING (CHICKEN SOUP FOR THE SOUL)","JACK CANFIELD, MARK VICTOR HANSEN, KIMBERLY KIRBERGER",YOUNGADULT,152,1997,5,102084,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331052651M/427920.JPG
2204,JAZZ,TONI MORRISON,YOUNGADULT,173,1992,5,752876872,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317531331M/37398.JPG
2205,"THE FORBIDDEN GAME (THE FORBIDDEN GAME, #1-3)",L.J. SMITH,HISTORY,102,1997,5,812996089,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405784030M/7100490.JPG
2206,THE GLASS LAKE,MAEVE BINCHY,SCIENCEFICTION,162,1994,5,312547730,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342485933M/34310.JPG
2207,MILLER'S VALLEY,ANNA QUINDLEN,CLASSIC,119,2016,5,345479122,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1447962407M/26131641.JPG
2208,RISE OF THE GOVERNOR (THE WALKING DEAD #1),"ROBERT KIRKMAN, JAY BONANSINGA",PHILOSOPHY,151,2011,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366212058M/10869746.JPG
2209,"THE WALLFLOWER, VOL. 1 (THE WALLFLOWER, #1)","TOMOKO HAYAKAWA, DAVID URY",HORROR,106,2000,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320462572M/217376.JPG
2210,"THE CONFESSOR (GABRIEL ALLON, #3)",DANIEL SILVA,PHILOSOPHY,149,2003,5,590554115,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341575498M/93801.JPG
2211,"EVERY DEAD THING (CHARLIE PARKER, #1)",JOHN CONNOLLY,YOUNGADULT,167,1999,5,590480871,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393929687M/175242.JPG
2212,"BRIAR'S BOOK (CIRCLE OF MAGIC, #4)",TAMORA PIERCE,PHILOSOPHY,123,1999,5,141338,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1481568171M/58893.JPG
2213,DAVID GOES TO SCHOOL,DAVID SHANNON,CRIME,114,1999,5,345419359,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360057930M/839263.JPG
2214,"BEAUTIFUL SACRIFICE (THE MADDOX BROTHERS, #3)",JAMIE MCGUIRE,CLASSIC,120,2015,5,590554107,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429578280M/23714532.JPG
2215,"ALL THE WEYRS OF PERN (PERN, #11)",ANNE MCCAFFREY,ADVENTURE,149,1991,5,36822,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1322034004M/61926.JPG
2216,"DAJA'S BOOK (CIRCLE OF MAGIC, #3)",TAMORA PIERCE,HORROR,127,1998,5,393068579,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328860149M/58894.JPG
2217,THE LAST NUDE,ELLIS AVERY,CLASSIC,109,2012,5,141168,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305496356M/10836810.JPG
2218,STITCHES,DAVID SMALL,TRAVEL,123,2009,5,571225403,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327728261M/6407014.JPG
2219,"PRICE OF A KISS (FORBIDDEN MEN, #1)",LINDA KAGE,TRAVEL,106,2013,5,312997191,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375792540M/17833099.JPG
2220,WHEN WE WERE ORPHANS,KAZUO ISHIGURO,SCIENCE,174,2000,5,340796146,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1465820100M/28923.JPG
2221,SUMMER PEOPLE,ELIN HILDERBRAND,TRAVEL,110,2003,5,141032,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317063942M/675905.JPG
2222,"FIVE ON A TREASURE ISLAND (FAMOUS FIVE, #1)",ENID BLYTON,SCIENCEFICTION,209,1942,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408926754M/17488.JPG
2223,THE SISTERHOOD,HELEN BRYAN,HISTORY,118,2012,5,7466064,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1371249679M/17989312.JPG
2224,"FULL BLACK (SCOT HARVATH, #10)",BRAD THOR,PHILOSOPHY,122,2011,5,69184,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393773645M/10517947.JPG
2225,"A DANCE WITH DRAGONS: DREAMS AND DUST (A SONG OF ICE AND FIRE #5, PART 1 OF 2)",GEORGE R.R. MARTIN,ADVENTURE,147,2011,5,312981260,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331401651M/13337715.JPG
2226,THE HOUSE WE GREW UP IN,LISA JEWELL,CLASSIC,121,2013,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407719574M/18764826.JPG
2227,TEMPLE,MATTHEW REILLY,SCIENCE,142,1999,5,89640,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312054860M/144792.JPG
2228,ALL I REALLY NEED TO KNOW I LEARNED IN KINDERGARTEN,ROBERT FULGHUM,SCIENCEFICTION,142,1986,5,743468422,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403541609M/34760.JPG
2229,"THE FOREVER OF ELLA AND MICHA (THE SECRET, #2)",JESSICA SORENSEN,TRAVEL,127,2013,5,140760,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1363575595M/16055475.JPG
2230,"SHARDS OF HONOUR  (VORKOSIGAN SAGA, #1)",LOIS MCMASTER BUJOLD,HISTORY,142,1986,5,394800028,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392767899M/61903.JPG
2231,"HEARTS IN DARKNESS (HEARTS IN DARKNESS, #1)",LAURA KAYE,SCIENCEFICTION,113,2011,5,785117210,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1306632316M/11201007.JPG
2232,THE CAT IN THE HAT COMES BACK,DR. SEUSS,TRAVEL,136,1958,5,345388666,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1332799738M/667234.JPG
2233,HOUSE OF M,"BRIAN MICHAEL BENDIS, OLIVIER COIPEL, TIM TOWNSEND, RICK MAGYAR, JOHN DELL, SCOTT HANNA, FRANK D'ARMATA, CHRIS ELIOPOULOS, JAMES TAVERAS, OMAR OTIEKU, TOM VALENTE, ESAD RIBIC",YOUNGADULT,130,2006,5,452297036,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1409502209M/105973.JPG
2234,"THE SHINING ONES (THE TAMULI, #2)",DAVID EDDINGS,HISTORY,136,1993,5,425210731,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403187182M/243298.JPG
2235,THE VIOLETS OF MARCH,SARAH JIO,HORROR,135,2011,5,446602213,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1299776782M/9724798.JPG
2236,"MEMORY IN DEATH (IN DEATH, #22)",J.D. ROBB,HORROR,150,2006,5,751525677,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1299457743M/238141.JPG
2237,"MORNING, NOON & NIGHT",SIDNEY SHELDON,ADVENTURE,169,1995,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344267638M/84052.JPG
2238,APT PUPIL,STEPHEN KING,HISTORY,122,1982,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330222469M/10618.JPG
2239,HOLLYWOOD,CHARLES BUKOWSKI,SCIENCE,173,1989,5,871404028,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361998529M/38505.JPG
2240,THE LOOMING TOWER: AL-QAEDA AND THE ROAD TO 9/11,LAWRENCE WRIGHT,BIOGRAPHY,140,2006,5,425067947,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320471617M/110890.JPG
2241,HIGH-RISE,J.G. BALLARD,HORROR,159,1975,5,380776847,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358752559M/12331767.JPG
